2015,143,2.34394E-4
2015,162,1.78113E-4
2015,159,1.73478E-4
2015,144,1.13555E-4
2015,165,1.22494E-4
2015,168,1.63877E-4
2015,152,1.65201E-4
2015,180,1.32426E-4
2015,149,1.10906E-4
2015,149,1.11238E-4
2015,175,1.54277E-4
2015,167,7.2172E-5
2015,168,4.9991E-5
2015,168,4.0721E-5
2015,174,4.5025E-5
2015,165,3.6748E-5
2015,161,3.9397E-5
2015,163,1.46331E-4
2015,167,4.1714E-5
2015,173,5.2971E-5
2015,155,4.2376E-5
2015,162,4.8005E-5
2015,162,3.9728E-5
2015,183,5.2308E-5
2015,163,4.635E-5
2015,173,4.2376E-5
2015,152,4.7673E-5
2015,185,4.1383E-5
2015,152,3.5093E-5
2015,163,4.966E-5
2015,152,3.6417E-5
2015,170,4.2045E-5
2015,178,4.4363E-5
2015,164,3.4431E-5
2015,169,2.37374E-4
2015,168,5.2308E-5
2015,173,5.7936E-5
2015,153,3.9728E-5
2015,166,2.73791E-4
2015,147,4.6349E-5
2015,166,3.1451E-5
2015,151,1.7878E-5
2015,160,2.9134E-5
2015,161,1.7547E-5
2015,167,2.9134E-5
2015,186,3.112E-5
2015,166,2.8472E-5
2015,154,3.5755E-5
2015,159,2.8472E-5
2015,164,2.0195E-5
2015,161,3.0127E-5
2015,165,1.9864E-5
2015,162,3.0458E-5
2015,174,3.0127E-5
2015,162,2.6817E-5
2015,159,2.781E-5
2015,166,2.781E-5
2015,164,2.5823E-5
2015,169,2.9796E-5
2015,157,2.7479E-5
2015,187,3.4431E-5
2015,167,2.0195E-5
2015,164,3.1452E-5
2015,174,2.4499E-5
2015,158,2.781E-5
2015,163,2.5823E-5
2015,158,2.6817E-5
2015,171,2.5823E-5
2015,177,3.0789E-5
2015,176,3.1782E-5
2015,170,2.0195E-5
2015,153,2.6486E-5
2015,182,2.483E-5
2015,151,2.5161E-5
2015,152,3.2776E-5
2015,168,3.0127E-5
2015,157,1.8871E-5
2015,150,3.0458E-5
2015,161,2.2181E-5
2015,171,2.8471E-5
2015,171,3.3438E-5
2015,174,1.8871E-5
2015,157,2.781E-5
2015,159,2.4829E-5
2015,176,3.0126E-5
2015,173,4.8667E-5
2015,147,5.8598E-5
2015,160,3.1783E-5
2015,167,3.41E-5
2015,159,2.7148E-5
2015,169,3.2113E-5
2015,185,2.5823E-5
2015,173,3.6417E-5
2015,177,2.6154E-5
2015,169,3.2445E-5
2015,158,2.8803E-5
2015,164,2.6486E-5
2015,178,3.5093E-5
2015,166,2.4168E-5
2015,163,3.41E-5
