2015,153,6.02538E-4
2015,155,0.002705794
2015,174,4.01913E-4
2015,186,7.49862E-4
2015,177,7.38275E-4
2015,164,3.02924E-4
2015,161,4.1648E-4
2015,170,2.9233E-4
2015,154,2.58231E-4
2015,163,2.79087E-4
2015,160,3.83042E-4
2015,185,0.014242411
2015,180,2.12212E-4
2015,152,1.8341E-4
2015,163,3.93636E-4
2015,160,2.44657E-4
2015,166,2.52602E-4
2015,169,2.38367E-4
2015,164,2.40353E-4
2015,162,1.76458E-4
2015,181,2.02281E-4
2015,159,1.70498E-4
2015,166,1.78444E-4
2015,164,2.19165E-4
2015,159,1.2117E-4
2015,161,1.84072E-4
2015,169,1.91686E-4
2015,154,1.28784E-4
2015,162,1.88707E-4
2015,177,2.49622E-4
2015,174,1.52621E-4
2015,171,1.88707E-4
2015,167,1.84734E-4
2015,174,1.47986E-4
2015,174,1.91356E-4
2015,185,2.64852E-4
2015,159,2.69155E-4
2015,168,2.53595E-4
2015,175,2.66507E-4
2015,156,2.65183E-4
2015,150,1.00643E-4
2015,171,1.61228E-4
2015,159,1.44676E-4
2015,162,1.59242E-4
2015,179,1.66195E-4
2015,159,1.49972E-4
2015,158,1.43682E-4
2015,155,1.11238E-4
2015,170,1.56925E-4
2015,173,1.52952E-4
2015,173,1.23156E-4
2015,160,1.05279E-4
2015,169,2.31414E-4
2015,148,1.26467E-4
2015,171,1.19515E-4
2015,169,1.24812E-4
2015,173,1.66194E-4
2015,191,1.64208E-4
2015,176,1.31102E-4
2015,148,9.5347E-5
2015,154,1.36067E-4
2015,169,1.16866E-4
2015,184,1.67188E-4
2015,171,1.2448E-4
2015,161,1.08258E-4
2015,160,2.04267E-4
2015,153,1.13555E-4
2015,163,1.42027E-4
2015,174,1.62884E-4
2015,172,1.22494E-4
2015,179,2.94647E-4
2015,174,1.99963E-4
2015,191,1.37061E-4
2015,155,1.17528E-4
2015,162,1.25474E-4
2015,172,1.5527E-4
2015,165,1.27791E-4
2015,161,1.51297E-4
2015,169,1.56924E-4
2015,158,1.40371E-4
2015,173,1.1488E-4
2015,160,1.05278E-4
2015,160,1.05941E-4
2015,173,1.63877E-4
2015,167,1.1521E-4
2015,157,1.07927E-4
2015,161,1.38054E-4
2015,155,1.46993E-4
2015,182,1.18521E-4
2015,177,1.33419E-4
2015,148,9.932E-5
2015,163,1.45007E-4
2015,157,1.23487E-4
2015,168,1.60236E-4
2015,159,1.58249E-4
2015,180,1.69175E-4
2015,160,2.07578E-4
2015,155,1.03623E-4
2015,182,1.69174E-4
2015,183,2.04598E-4
