2015,95
2016,106
2017,112
2018,123
2019,144
2020,157
2021,161
2022,172
2023,181
2024,197
2025,202
2026,202
2027,203
2028,206
2029,214
2030,214
2031,219
2032,222
2033,224
2034,226
2035,228
2036,227
2037,228
2038,226
2039,225
2040,224
2041,223
2042,223
2043,221
2044,219
2045,220
2046,219
2047,218
2048,218
2049,218
2050,218
2051,217
2052,216
2053,217
2054,218
2055,218
2056,218
2057,217
2058,216
2059,219
2060,217
2061,218
2062,214
2063,212
2064,213
2065,212
