2015,95,9
2016,106,10
2017,112,11
2018,123,11
2019,144,10
2020,157,11
2021,161,11
2022,172,11
2023,181,11
2024,197,12
2025,202,12
2026,202,13
2027,203,14
2028,206,14
2029,214,15
2030,214,15
2031,219,15
2032,222,16
2033,224,17
2034,226,17
2035,228,18
2036,227,19
2037,228,19
2038,226,19
2039,225,19
2040,224,19
2041,223,19
2042,223,19
2043,221,19
2044,219,19
2045,220,19
2046,219,19
2047,218,19
2048,218,19
2049,218,19
2050,218,19
2051,217,18
2052,216,18
2053,217,18
2054,218,18
2055,218,18
2056,218,18
2057,217,18
2058,216,17
2059,219,17
2060,217,17
2061,218,17
2062,214,16
2063,212,16
2064,213,16
2065,212,16
