2015,85
2015,98
2015,82
2015,102
2015,103
2015,96
2015,87
2015,99
2015,92
2015,101
2015,96
2015,96
2015,120
2015,99
2015,99
2015,111
2015,90
2015,108
2015,104
2015,103
2015,97
2015,98
2015,97
2015,104
2015,84
2015,90
2015,103
2015,103
2015,100
2015,99
2015,112
2015,102
2015,108
2015,84
2015,102
2015,107
2015,94
2015,101
2015,104
2015,92
2015,91
2015,88
2015,86
2015,107
2015,99
2015,102
2015,92
2015,86
2015,84
2015,100
2015,98
2015,105
2015,95
2015,97
2015,96
2015,85
2015,100
2015,106
2015,103
2015,96
2015,94
2015,98
2015,106
2015,105
2015,97
2015,109
2015,111
2015,109
2015,95
2015,92
2015,92
2015,101
2015,110
2015,92
2015,93
2015,104
2015,85
2015,113
2015,99
2015,102
2015,94
2015,108
2015,104
2015,95
2015,91
2015,106
2015,96
2015,101
2015,97
2015,114
2015,98
2015,93
2015,89
2015,97
2015,94
2015,86
2015,76
2015,101
2015,97
2015,97
