2015,378
2015,325
2015,300
2015,391
2015,371
2015,385
2015,321
2015,294
2015,358
2015,341
2015,295
2015,319
2015,412
2015,393
2015,382
2015,360
2015,234
2015,343
2015,317
2015,357
2015,332
2015,292
2015,364
2015,328
2015,376
2015,316
2015,421
2015,339
2015,336
2015,385
2015,362
2015,419
2015,381
2015,293
2015,251
2015,294
2015,398
2015,327
2015,322
2015,245
2015,389
2015,296
2015,298
2015,296
2015,353
2015,354
2015,361
2015,298
2015,344
2015,372
2015,283
2015,457
2015,308
2015,269
2015,279
2015,297
2015,343
2015,311
2015,383
2015,320
2015,369
2015,350
2015,377
2015,278
2015,408
2015,267
2015,313
2015,340
2015,320
2015,344
2015,321
2015,217
2015,283
2015,377
2015,320
2015,344
2015,342
2015,264
2015,317
2015,335
2015,340
2015,277
2015,331
2015,330
2015,319
2015,344
2015,365
2015,272
2015,282
2015,433
2015,350
2015,275
2015,350
2015,348
2015,288
2015,264
2015,299
2015,297
2015,392
2015,279
