2015,109,49
2015,109,56
2015,104,47
2015,107,43
2015,89,25
2015,86,35
2015,98,39
2015,93,33
2015,92,47
2015,87,36
2015,98,44
2015,96,48
2015,101,59
2015,120,50
2015,90,33
2015,97,39
2015,91,35
2015,106,40
2015,90,36
2015,95,41
2015,103,40
2015,100,38
2015,83,31
2015,96,37
2015,99,32
2015,99,33
2015,115,40
2015,99,36
2015,128,62
2015,95,43
2015,111,44
2015,113,40
2015,96,32
2015,101,45
2015,104,42
2015,96,30
2015,101,46
2015,106,33
2015,110,35
2015,108,43
2015,98,51
2015,101,40
2015,98,49
2015,99,39
2015,105,51
2015,95,28
2015,107,46
2015,114,49
2015,106,42
2015,84,34
2015,106,25
2015,92,33
2015,114,51
2015,106,52
2015,101,48
2015,107,47
2015,86,38
2015,96,44
2015,100,50
2015,104,48
2015,88,44
2015,96,33
2015,101,24
2015,102,28
2015,92,39
2015,110,27
2015,100,35
2015,100,43
2015,108,62
2015,104,33
2015,90,45
2015,119,58
2015,99,23
2015,110,56
2015,105,35
2015,102,38
2015,87,25
2015,90,39
2015,111,39
2015,107,56
2015,84,25
2015,97,50
2015,97,43
2015,97,34
2015,96,42
2015,96,46
2015,105,32
2015,102,34
2015,94,42
2015,99,41
2015,100,56
2015,97,32
2015,95,45
2015,106,53
2015,116,45
2015,107,48
2015,91,29
2015,108,51
2015,105,50
2015,111,54
